,ip,finger,hash,name,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias,class_main,multiclass
236,2096edf,c10a215,6479aafb7328ff331abb352c208952a7,bdfcac8b,Human,Soldier,2019-10-02T15:42:42Z,Fighter 14,Fighter,Arcane Archer,14,Sharpshooter|Lucky|Alert,115,19,9,20,16,16,9,9,cn,Athletics|Acrobatics|Arcana|Perception|Intimidation,+2Longbow|Rapier|+1Shortsword Lostsword|Silver Shortsword|Oath Bow,Crusaders mantle*0,Int,fighting style/Archery|arcane shot options/Grasping Arrow*Bursting Arrow*Shadow Arrow*Banishing Arrow,United States,US,CN,,,Human,*,Longbow|Rapier|Shortsword|Shortsword|,12-15,elegant_johnson,Fighter,False
237,9fb6606,20aa2fa,af567d9656c3b7da7b772a6b6fa6ef6c,706a4f2f,Ghastly Halfling,Soldier,2019-09-21T23:32:47Z,Warlock 14,Warlock,The Hexblade,14,Second Chance|Squat Nimbleness|Great Weapon Master,140,14,18,18,15,13,15,18,,Athletics|Acrobatics|History|Deception|Intimidation|Persuasion,Pact GSword Burning Hex|Pact GSword|Pact GSword Chilling Hex|Pact GSword Master,Bane*1|Jump*1|Mage Armor*1|Speak With Dead*3|Bestow Curse*3|Compulsion*4|Confusion*4|Conjure Elemental*5,Cha,eldritch invocations/Burning Hex*Agonizing Blast*Curse Bringer*Chilling Hex*Repelling Blast*Eldritch Spear*Improved Pact Weapon*Relentless Hex*Thirsting Blade*Thief of Five Fates*One With Shadows*Devil's Sight*Superior Pact Weapon*Whispers of the Grave*Beguiling Influence*Otherworldly Leap*Minions of Chaos*Sign of Ill Omen*Lifedrinker*Bewitching Whisper*Dreadful Word*Armor of Shadows|pact boon/Pact of the Blade,,,,,,Halfling,Bane*1|Jump*1|Mage Armor*1|Speak with Dead*3|Bestow Curse*3|Compulsion*4|Confusion*4|Conjure Elemental*5,|||,12-15,amazing_matsumoto,Warlock,False
238,9fb6606,20aa2fa,d863e9b5de7362049a7244087be04eb0,0ac89516,Lightfoot Halfling,Sailor,2019-09-21T23:29:52Z,Fighter 14,Fighter,Battle Master,14,Squat Nimbleness|Great Weapon Master|Second Chance|Medium Armor Master|Mage Slayer,196,18,18,18,16,13,13,18,,Athletics|Acrobatics|Insight|Perception|Survival,+2 Flametongue|+2 Flametongue GWM|+2 Flametongue SD|+2 Flametongue GWM SD,,Int,combat superiority maneuvers/Riposte*Maneuvering Attack*Commander’s Strike*Trip Attack*Pushing Attack*Goading Attack*Distracting Strike|fighting style/Great Weapon Fighting,,,,,,Halfling,,|||,12-15,vibrant_newton,Fighter,False
239,7f44194,a6861ee,ff8e5aa6b8a59dd57822464cf81033b4,235e345d,Protector Aasimar,Sailor,2019-08-22T22:12:46Z,Paladin 14,Paladin,Oath of Redemption,14,,169,16,18,10,16,10,11,16,,Athletics|Perception|Intimidation|Persuasion,,Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3|Resilient Sphere*4|Stoneskin*4,Cha,fighting style/Dueling,,,,,,Aasimar,Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3|*|Stoneskin*4,,12-15,compassionate_montalcini,Paladin,False
240,7f44194,a6861ee,c21192fe02f5404c3dae470627ad61f5,8d1ae27c,Protector Aasimar,Sailor,2019-08-22T22:10:20Z,Rogue 14,Rogue,Assassin,14,,143,16,12,20,16,11,11,14,,Athletics|Sleight of Hand|Stealth|Investigation|Perception|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Sleight of Hand*Thieves' Tools*Investigation,,,,,,Aasimar,,Rapier|Shortbow|Dagger,12-15,modest_panini,Rogue,False
241,5121cd2,e3f6603,bbb8c617c64cabcf8f7a0d09270cd2ce,1abaca3a,Wood Elf,Hermit,2019-08-17T17:36:11Z,Druid 14,Druid,Circle of the Moon,14,,154,12,10,12,17,10,20,11,Neutral Good,Nature|Religion|Animal Handling|Medicine|Perception,Spear|Scimitar,Produce Flame*0|Thorn Whip*0|Druidcraft*0|Create/Destroy Water*1|Detect Magic*1|Cure Wounds*1|Jump*2|Flaming Sphere*2|Hold Person*2|Locate Object*2|Call Lightning*3|Speak With Plants*3|Spike Growth*3|Windwall*3|Polymorph*4|Reincarnation*5|Contagion*5|Primordial Ward*6|Wall of Thorns*6,Wis,,,,NG,,,Elf,Produce Flame*0|Thorn Whip*0|Druidcraft*0|Create or Destroy Water*1|Detect Magic*1|Cure Wounds*1|*|Flaming Sphere*2|Hold Person*2|Locate Object*2|Call Lightning*3|Speak with Plants*3|*|Wind Wall*3|Polymorph*4|Reincarnate*5|Contagion*5|Primordial Ward*6|Wall of Thorns*6,Spear|Scimitar,12-15,admiring_ramanujan,Druid,False
242,5121cd2,bdef1d0,e18838f209efeaf5f034ffa85ecdb2b3,f883f506,Human,Sailor,2019-08-17T17:24:04Z,Fighter 14,Fighter,Champion,14,Tough,238,19,20,14,20,10,10,8,,Athletics|Insight|Perception|Survival,"Greatsword|Crossbow, heavy|Handaxe",,Int,fighting style/Great Weapon Fighting*Defense,,,,,,Human,,"Greatsword|Crossbow, Heavy|Handaxe",12-15,dreamy_newton,Fighter,False
243,befb372,471c573,8a707dc3662c335c715c2377002ef67d,444ed3b0,Mountain Dwarf,Outlander,2019-07-27T19:58:45Z,Barbarian 14,Barbarian,Path of the Totem Warrior,14,,193,23,26,20,20,12,14,18,Chaotic Neutral,Athletics|Acrobatics|Stealth|Perception|Survival|Intimidation,Hazirawn/Nec|Warhammer|Javelin of Lightning|9x Javelin|Quarterstaff|2x Dragon Daggers (Psn),Detect Magic (1)*0|Detect Good and Evil (1)*0|Detect Thoughts (2)*0,Int,,,,CN,,,Dwarf,*|*|*,|Warhammer|Javelin|Javelin|Quarterstaff|Dagger,12-15,silly_goodall,Barbarian,False
244,759af67,496707f,42a62f8bf05bcc66b9fddf382b639acd,f159a2fe,Wood Elf,Hermit,2019-07-10T22:13:04Z,Druid 14,Druid,Circle of Dreams,14,Skilled,94,14,10,16,11,12,20,12,,Arcana|Nature|Religion|Animal Handling|Insight|Medicine|Perception|Survival,Quarterstaff|Scimitar,"Druidcraft*0|Gust*0|Produce Flame*0|Thorn Whip*0|Cure Wounds*1|Entangle (C)*1|Ice Knife*1|Animal Messenger (R)*2|Beast Sense (C, R)*2|Lesser Restoration*2|Moonbeam (C)*2|Call Lightning (C)*3|Dispel Magic*3|Meld Into Stone (R)*3|Protection From Energy (C)*3|Conjure Woodland Beings (C)*4|Dominate Beast (C)*4|Grasping Vine (C)*4|Antilife Shell (C)*5|Insect Plague (C)*5|Transport Via Plants*6|Regenerate*7",Wis,,,,,,,Elf,Druidcraft*0|Gust*0|Produce Flame*0|Thorn Whip*0|Cure Wounds*1|Entangle*1|Ice Knife*1|Animal Messenger*2|Beast Sense*2|Lesser Restoration*2|Moonbeam*2|Call Lightning*3|Dispel Magic*3|Meld Into Stone*3|Protection from Energy*3|Conjure Woodland Beings*4|Dominate Beast*4|Grasping Vine*4|Antilife Shell*5|Insect Plague*5|Transport via Plants*6|Regenerate*7,Quarterstaff|Scimitar,12-15,youthful_panini,Druid,False
245,,59db20e,d89d7662ff67def72632d641ab3d663f,9045bbcc,Half-Elf,Charlatan,2019-05-24T18:10:14Z,Warlock 14,Warlock,The Undying,14,Lucky|Elven Accuracy,98,14,8,17,15,9,9,20,Chaotic Neutral,Sleight of Hand|Stealth|History|Investigation|Deception,Club|Quarterstaff|Dagger,Spare the Dying*0|Eldritch Blast*0|Minor Illusion*0|Prestidigitation*0|Mage Hand*0|Darkness*2|Counterspell*3|Fly*3|Death Ward*4|Hallucinatory Terrain*4|Hold Monster*5|Far Step*5|Danse Macabre*5|Wall of Light*5|Synaptic Shock*5|Legend Lore*5|Enervation*5,Cha,pact boon/Pact of the Chain|eldritch invocations/Agonizing Blast*Voice of the Chain Master*Mask of Many Faces*Repelling Blast*Gift of the Ever-Living Ones,Canada,CA,CN,,,Half-Elf,Spare the Dying*0|Eldritch Blast*0|Minor Illusion*0|Prestidigitation*0|Mage Hand*0|Darkness*2|Counterspell*3|Fly*3|Death Ward*4|Hallucinatory Terrain*4|Hold Monster*5|Far Step*5|Danse Macabre*5|Wall of Light*5|Synaptic Static*5|Legend Lore*5|Enervation*5,Club|Quarterstaff|Dagger,12-15,condescending_tereshkova,Warlock,False
246,d8ec257,31d318e,4b2fe23dacfd43fe364ac615a8584514,de758584,Human,Guild Artisan,2019-05-19T09:15:49Z,Rogue 14,Rogue,Thief,14,Lucky|Mobile|Alert|Tough,143,15,13,19,16,10,10,16,,Athletics|Acrobatics|Stealth|Insight|Perception|Persuasion,Shortsword|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth*Perception*Acrobatics,United States,US,,,,Human,,Shortsword|Shortbow|Dagger,12-15,clever_nightingale,Rogue,False
247,d8ec257,31d318e,8cb7f1741cc2b27e353e63600f8a70f6,69bc9f55,Human,Far Traveler,2019-05-19T09:15:30Z,Warlock 14,Warlock,The Hexblade,14,Lucky|War Caster|Medium Armor Master,115,14,10,16,16,13,10,19,,Arcana|History|Insight|Perception,"Crossbow, light|Dagger",,Cha,pact boon/Pact of the Blade|eldritch invocations/Agonizing Blast*Thirsting Blade*Improved Pact Weapon*Relentless Hex*One with Shadows*Lifedrinker,United States,US,,,,Human,,"Crossbow, Light|Dagger",12-15,nostalgic_burnell,Warlock,False
248,d8ec257,31d318e,a2f3ccdd3f5d7c1e51fbf8c3985d5d4f,f3cedf99,Human,City Watch,2019-05-19T09:14:58Z,Paladin 14,Paladin,Oath of Vengeance,14,Tough|Lucky|Inspiring Leader,158,16,19,13,16,10,10,16,,Athletics|Religion|Insight|Medicine,Greatsword|Trident|Spear,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3|Banishment*4|Dimension Door*4,Cha,fighting style/Great Weapon Fighting,United States,US,,,,Human,Bane*1|Hunter's Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3|Banishment*4|Dimension Door*4,Greatsword|Trident|Spear,12-15,suspicious_chandrasekhar,Paladin,False
249,d8ec257,31d318e,242a97361f99f66b50a1889d0b32063c,bd71f006,Human,Sage,2019-05-19T09:06:16Z,Wizard 14,Wizard,School of Evocation,14,Lucky|Elemental Adept|Mobile,100,11,10,13,16,19,16,10,,Arcana|History|Investigation|Medicine,Quarterstaff,,Int,,United States,US,,,,Human,,Quarterstaff,12-15,heuristic_kepler,Wizard,False
250,d8ec257,31d318e,997be3c5a5518efe8d48c8484a141746,649b8e88,Human,City Watch,2019-05-19T09:04:40Z,Fighter 14,Fighter,Purple Dragon Knight,14,Lucky|Sentinel|Shield Master|Tough|Alert,158,18,19,16,16,10,13,10,,Athletics|Acrobatics|Insight|Perception|Persuasion,Longsword|Handaxe,,Int,fighting style/Protection,United States,US,,,,Human,,Longsword|Handaxe,12-15,stupefied_bhaskara,Fighter,False
251,d8ec257,31d318e,dca66e177f22fa2462bb6cbceeddbfbc,bfc47dba,Lightfoot Halfling,Charlatan,2019-05-18T02:35:14Z,Monk 14,Monk,Way of the Drunken Master,14,Mobile|Alert|Lucky,101,17,12,20,15,9,15,10,,Acrobatics|Sleight of Hand|Stealth|Deception|Performance,Spear|Dart|Unarmed strike,,Int,,United States,US,,,,Halfling,,Spear|Dart|Unarmed Strike,12-15,silly_tereshkova,Monk,False
252,ca47b89,e9df88c,de48a2cb72ea9063af0f6c5ba415483c,9776b2b8,Human,Sage,2019-04-21T23:24:13Z,Wizard 14,Wizard,School of Abjuration,14,War Caster|Keen Mind,92,10,12,9,17,20,13,15,,Arcana|History|Insight|Medicine,Quarterstaff,,Int,,,,,,,Human,,Quarterstaff,12-15,eager_khayyam,Wizard,False
253,aaa91e7,5759ac3,6f9435f29f5e5fbf47278131ad38a565,07542354,Wood Elf,Urchin,2019-04-06T08:11:48Z,Ranger 14,Ranger,Hunter,14,Sharpshooter,167,17,12,20,20,13,18,8,Chaotic Neutral,Sleight of Hand|Stealth|Investigation|Nature|Perception|Survival,Shortsword|Longbow +1|Shortsword|Forsaken's Call +2|Longbow,Hunter's Mark*1|Hail Of Thorns*1|Spike Growth*2|Silence*2|Conjure Animals*3|Lightning Arrow*3|Conjure Woodland Being*4,Wis,fighting style/Archery,,,CN,,,Elf,Hunter's Mark*1|Hail of Thorns*1|Spike Growth*2|Silence*2|Conjure Animals*3|Lightning Arrow*3|Conjure Woodland Beings*4,Shortsword|Longbow|Shortsword||Longbow,12-15,peaceful_austin,Ranger,False
254,b4e67e9,992e0a9,448409d1d52686e0496ef148949d309d,d306a164,Kitty,Sage,2019-03-17T06:11:41Z,Wizard 14,Wizard,School of Illusion,14,Spell Sniper,72,12,5,14,12,20,9,19,,Stealth|Arcana|History|Investigation|Medicine|Perception,Quarterstaff,Minor Illusion*0|Fire bolt*0|Dragons Breath*2|Fireball*3|Fly*3|Greater Inevitability*4|Mislead*5|programed Illusion*6|Peoject Image*7,Int,,United States,US,,,,,Minor Illusion*0|Fire Bolt*0|Dragon's Breath*2|Fireball*3|Fly*3|Greater Invisibility*4|Mislead*5|Programmed Illusion*6|Project Image*7,Quarterstaff,12-15,frosty_varahamihira,Wizard,False
255,2e3065f,cc14f7a,a4364e38a2eb173e9bc9682acaced502,8b0e08ad,Tiefling,Far Traveler,2019-03-07T22:39:39Z,Warlock 14,Warlock,The Fiend,14,Ritual Caster|War Caster,87,12,11,14,12,15,17,16,,Arcana|Insight|Perception|Deception|Persuasion,Dagger,,Cha,eldritch invocations/Eyes of the Rune Keeper*Beguiling Influence*Sign of Ill Omen*Mire the Mind*Eldritch Sight*Devil's Sight|pact boon/Pact of the Chain,,,,,,Tiefling,,Dagger,12-15,awesome_chatterjee,Warlock,False
256,400fe19,b1d8a6f,1ae00371a2c8be70137e6df013a7296f,0523c038,Firbolg,Acolyte,2019-03-03T21:32:13Z,Cleric 14,Cleric,Forge Domain,14,,138,18,11,10,18,13,20,12,,History|Religion|Insight|Medicine,Mace|Mace,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5,Wis,,,,,,,Firbolg,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5,Mace|Mace,12-15,upbeat_goodall,Cleric,False
257,111393a,1bc1c5d,ae323f3de3998e9531da3563885a00a4,fad6be8b,Human,Outlander,2019-02-17T20:38:20Z,Barbarian 14,Barbarian,Path of the Zealot,14,Dual Wielder,219,20,8,20,18,10,12,10,,Athletics|Acrobatics|Animal Handling|Perception|Survival,Rapier|Longbow|Rapier,,Int,,United States,US,,,,Human,,Rapier|Longbow|Rapier,12-15,elastic_wiles,Barbarian,False
258,5929407,6136dcf,046796482f90dda0d0d321ede48c0747,00a407fe,Forest Gnome,Far Traveler,2019-02-08T21:38:31Z,Monk 14,Monk,Way of the Drunken Master,14,Lucky|Magic Initiate,101,15,10,18,15,12,13,10,,Athletics|Acrobatics|Insight|Perception|Performance,Shortsword|Dart|Unarmed strike,,Int,,,,,,,Gnome,,Shortsword|Dart|Unarmed Strike,12-15,practical_rubin,Monk,False
259,ef8f936,1971c6c,8d255733d3b1aec45a5104d288c994f3,9847a309,Tiefling,Sage,2019-02-05T01:18:37Z,Sorcerer 14,Sorcerer,Wild Magic,14,,103,17,12,14,14,12,12,20,Chaotic neutral,Arcana|History|Insight|Persuasion,"Quarterstaff|Dagger|Dart|Longbow|Crossbow, Light|Trident|Shortsword",Posion Spray*0|Firebolt*0|Prestidigitation*0|Barkskin*0|Levitate*2|Ice storm*4,Cha,metamagic/Empowered Spell*Careful Spell*Twinned Spell,,,CN,,,Tiefling,Poison Spray*0|Fire Bolt*0|Prestidigitation*0|*|Levitate*2|Ice Storm*4,"Quarterstaff|Dagger|Dart|Longbow|Crossbow, Light|Trident|Shortsword",12-15,confident_turing,Sorcerer,False
260,,151e720,1ce01b1775466b1f452f33a4fc52c0ac,eaf3f6cb,Dragonborn,Knight,2019-01-22T02:00:54Z,Paladin 14,Paladin,Oath of Ancients,14,,129,21,18,14,14,8,10,15,Lawful Neutral,Athletics|Religion|Insight|Intimidation|Performance,Unarmed strike|Battleaxe|Halberd|Longbow|Mace|MeowMeow|Shamus|Rapier,Truestrike*0|Eldritch Blast*0|Ensnaring Strike*1|Speak with Animals*1|Comprehend Languages*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3|Ice Storm*4|Stoneskin*4,Cha,fighting style/Great Weapon Fighting,Canada,CA,LN,,,Dragonborn,True Strike*0|Eldritch Blast*0|Ensnaring Strike*1|Speak with Animals*1|Comprehend Languages*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3|Ice Storm*4|Stoneskin*4,Unarmed Strike|Battleaxe|Halberd|Longbow|Mace|||Rapier,12-15,quizzical_cori,Paladin,False
261,eba7f96,e038860,c7042bb4a024b96f106440f174723501,0b4f5fa9,Variant,Urban Bounty Hunter,2018-10-12T18:39:53Z,Rogue 14,Rogue,Swashbuckler,14,,115,18,10,20,17,10,13,18,Chaotic Neutral,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,Rapier|Longbow|Sun Blade,"Green-Flame Blade

*0",Int,expertise/Thieves' Tools*Stealth*Perception*Acrobatics,,,CN,,,Half-Elf,Green-Flame Blade*0,Rapier|Longbow|,12-15,unruffled_euler,Rogue,False
262,b30f81d,,5fc88e417c9c476203d6355333cfa1e2,c7be80e1,Lightfoot Halfling,Criminal,2018-09-16T03:25:04Z,Rogue 14,Rogue,Thief,14,,101,19,14,18,14,13,10,14,Chaotic Good,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,Shortsword|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,,,CG,,,Halfling,,Shortsword|Shortbow|Dagger,12-15,optimistic_shtern,Rogue,False
263,d18870f,005c5dd,3552f3cc53aaba37c51c04983908441e,423b4031,High Elf,Knight,2018-08-16T21:56:02Z,Mystic 14,Mystic,Order of the Soul Knife,14,Elven Accuracy|Resilient,115,17,10,20,16,12,10,10,,Arcana|Insight|Medicine|Perception|Persuasion,"Spear|Crossbow, light|Soul Knife W/ PP",Green Flame Blade 2d8*0,Int,psionic disciplines/Giant Growth*Mantle of Fury*Psionic Weapon*Mastery of Air*Mantle of Command*Mastery of Fire|psionic talents/Light Step*Beacon*Energy Beam,,,,,,Elf,Green-Flame Blade*0,"Spear|Crossbow, Light|",12-15,frosty_shirley,Mystic,False
264,280a345,4d6cc68,78afb5ad1f704efd167ba3826b4e62c9,650af90d,Human,Soldier,2018-08-04T01:43:54Z,Fighter 14,Fighter,Purple Dragon Knight,14,Charger|Tough|Mobile|Alert,158,19,20,13,16,10,11,12,,Athletics|Perception|Survival|Intimidation|Persuasion,War pick|Handaxe,,Int,fighting style/Defense,Canada,CA,,,,Human,,War pick|Handaxe,12-15,priceless_wiles,Fighter,False
265,280a345,,8e1f5011dab69ed64802c74b65c7d68c,fac96884,Half-Orc,Clan Crafter,2018-08-04T00:20:44Z,Barbarian 14,Barbarian,Path of the Berserker,14,Great Weapon Master|Tough,159,16,20,11,15,7,12,12,,History|Insight|Perception|Survival|Intimidation,Greataxe|Javelin,,Int,,Canada,CA,,,,Half-Orc,,Greataxe|Javelin,12-15,competent_ganguly,Barbarian,False
266,46f7fa3,c941da8,aa19187247eeef7f5b017f8ee498821a,68b2d598,Forest Gnome,Port City Noble,2018-07-09T14:29:17Z,Fighter 14,Fighter,Eldritch Knight,14,Skilled|Polearm Master|Fade Away|Linguist|Squat Nimbleness,88,16,19,15,10,19,14,10,,Acrobatics|Arcana|History|Nature|Religion|Insight|Survival|Persuasion,Trident,True Strike*0|Shape Water*0|Prestidigitation*0|Shield*1|Thunderwave*1|Identify*1|Comprehend Languages*1|Dragon's Breath (Lightning) *2|Misty Step*2|See Invisibility*2|Haste*3|Fireball*3|Counterspell*3,Int,fighting style/Dueling,,,,,,Gnome,True Strike*0|Shape Water*0|Prestidigitation*0|Shield*1|Thunderwave*1|Identify*1|Comprehend Languages*1|Dragon's Breath*2|Misty Step*2|See Invisibility*2|Haste*3|Fireball*3|Counterspell*3,Trident,12-15,modest_saha,Fighter,False
267,605b12c,fc91854,124cc6b5b215a9efe37277d42b525afa,c084085a,Human,Outlander,2018-05-01T18:33:57Z,Wizard 14,Wizard,School of Abjuration,14,Observant,58,19,9,14,10,20,17,17,Chaotic Neutral,Athletics|Arcana|History|Medicine|Survival,Quarterstaff,,Int,,United States,US,CN,,,Human,,Quarterstaff,12-15,adoring_northcutt,Wizard,False
268,38dcc5d,b4459f8,7430173206464bf9a7146f5487d0fd6d,7c743c99,Tiefling,Urchin,2021-08-07T03:12:25Z,Barbarian 13,Barbarian,Path of the Zealot,13,Tough|Polearm Master|Magic Initiate,148,16,18,12,14,9,12,10,CG,Athletics|Sleight of Hand|Stealth|Intimidation,Harpoon 1|Harpoon 2/OA|Polearm 3,Thaumaturgy*0|Mending*0|Sacred Flame*0|Burning Hands*1|Cure Wounds*1|Darkness*2,Wis,tiefling variants menu/Hellfire,United States,US,CG,,,Tiefling,Thaumaturgy*0|Mending*0|Sacred Flame*0|Burning Hands*1|Cure Wounds*1|Darkness*2,||,12-15,sad_franklin,Barbarian,False
269,,211cbb6,fb22cac592925349c663d233f728404f,37c9aa6f,Forest Gnome,Cloistered Scholar,2021-04-13T21:53:58Z,Artificer 13,Artificer,Battle Smith,13,Lucky,102,12,8,11,14,20,12,14,,Arcana|History|Investigation|Perception,"Crossbow, light|Light hammer|Crossbow, light",Mending*0|Heroism*1|Shield*1|Branding Smite*2|Warding Bond*2|Aura of Vitality*3|Conjure Barrage*3|Aura of Purity*4|Fire Shield*4,Int,,Canada,CA,,,,Gnome,Mending*0|Heroism*1|Shield*1|Branding Smite*2|Warding Bond*2|Aura Of Vitality*3|Conjure Barrage*3|Aura of Purity*4|Fire Shield*4,"Crossbow, Light|Light hammer|Crossbow, Light",12-15,admiring_proskuriakova,Artificer,False
270,,0c2cb6c,953da272c6e28c3c96d693088469c5e3,84118162,Tiefling,Criminal,2020-12-20T19:31:14Z,Warlock 13,Warlock,The Fiend,13,,81,15,10,14,13,16,8,20,,Stealth|Arcana|History|Deception,"Crossbow, light|Dagger",,Cha,pact boon/Pact of the Tome*Pact of the Tome*Pact of the Tome*Pact of the Tome|eldritch invocations/Agonizing Blast*Eldritch Mind*Eldritch Spear*Book of Ancient Secrets*Gift of the Protectors*Devil's Sight,Canada,CA,,,,Tiefling,,"Crossbow, Light|Dagger",12-15,pensive_beaver,Warlock,False
271,df949c9,2d33d0f,dc8d5a21d1a0c75ba9d872b18fc9186a,755e6dda,Kenku,Far Traveler,2020-10-22T11:35:27Z,Artificer 13,Artificer,Alchemist,13,,81,15,12,17,13,18,10,10,,Sleight of Hand|Stealth|Arcana|Investigation|Insight|Perception,"Quarterstaff|Sling|Crossbow, light",Healing Word*1|Ray of Sickness*1|Flaming Sphere*2|Acid Arrow*2|Gaseous Form*3|Mass Healing Word*3|Blight*4|Death Ward*4,Int,,Canada,CA,,,,Kenku,Healing Word*1|Ray of Sickness*1|Flaming Sphere*2|Melf's Acid Arrow*2|Gaseous Form*3|Mass Healing Word*3|Blight*4|Death Ward*4,"Quarterstaff|Sling|Crossbow, Light",12-15,youthful_nash,Artificer,False
272,4aa312d,2de09de,46402769e859c16b2859b9d0ec197136,e8d0bf1f,Hill Dwarf,Outlander,2020-09-09T05:40:44Z,Druid 13,Druid,Circle of the Moon,13,Resilient|War Caster,136,15,8,12,18,12,18,9,Neutral,Athletics|Arcana|Perception|Survival,Club|Javelin|Quarterstaff,,Wis,,Denmark,DK,NN,,,Dwarf,,Club|Javelin|Quarterstaff,12-15,vigilant_ellis,Druid,False
273,0e98c10,4a2efee,83e12d492c990a5d5ec9867d027aea36,7b7f77f3,High Elf,Acolyte,2020-08-28T06:25:10Z,Wizard 13,Wizard,School of Transmutation,13,,93,11,12,12,16,18,18,12,,Arcana|History|Religion|Insight|Perception,Quarterstaff,Polymorph*4,Int,,,,,,,Elf,Polymorph*4,Quarterstaff,12-15,vigilant_borg,Wizard,False
274,6d67b87,ac239d7,5b3e612246053466169e9c83b6acb6c0,96b030c8,Bugbear,Entertainer,2020-08-25T20:12:01Z,Bard 13,Bard,College of Eloquence,13,Actor,97,12,10,15,13,12,10,20,,Acrobatics|Stealth|History|Investigation|Insight|Performance,Javelin|Dagger,,Cha,expertise/Investigation*Insight*Performance*Acrobatics,,,,,,Bugbear,,Javelin|Dagger,12-15,frosty_chaplygin,Bard,False
